2.798855827734851864e+00,1.401870613003693977e-01,5.334483481391482096e-01,5.494736811205044313e-01,2.239882203607342637e-01,9.613215580273115624e-01,1.107176192773759865e-01,8.112208588115570329e-01,3.068203854253500062e-01,7.202866339148912556e-02,1.083279373374497201e+00,5.346814011439336989e-01,2.219636583263633334e+00,1.061145397845726812e+00,2.160488137422186816e-01
9.502431261584771693e-01,3.537402038469182886e-01,6.678244589811589416e-01,3.118400489285055310e-01,3.019793187302028392e-01,4.474938616275579012e-02,2.682902527333191900e-01,2.254319668723632764e-01,4.436063499623512651e-01,7.752561172728211769e-02,6.364124018874388611e-01,7.865401714117656873e-01,3.991058197864350010e-01,5.232350432201018364e-01,1.109186363445489598e-01
2.662985077023031000e+00,1.410029195608397401e-01,7.353114017064510399e-01,4.419959308813216636e-01,5.423896132991309349e-01,1.830084251162026054e-01,6.332253832752031686e-01,1.242275983915229892e-01,3.461242461731284248e-01,4.710457710388358255e-01,2.967461940547237442e-01,2.627289293679616056e-01,4.260235218824784398e-01,9.817821113864505511e-01,6.614051158894156124e-02
1.318826336833603063e+00,5.029039169115915309e-01,1.400315947155483354e+00,1.133724491765047748e+00,4.438532309648358876e+00,5.198390840080219233e-01,1.162053958955141075e+00,8.754190873388085770e-01,7.655819511624269991e-01,1.510231239807335868e+00,4.842372613952455884e-01,5.711573414615196409e-01,3.445250168844124494e-01,4.315659859640288420e-01,1.178551142622847742e-01
3.555039096786297925e+00,2.075804655050805803e-02,1.247750283363518120e+00,5.875451870333954218e-01,1.141971511415860036e-01,1.525470950925964742e+00,1.135027735041074237e-01,2.868858303170005453e-01,2.678360975755249007e-01,2.685056802230312845e-01,4.012865772889406268e-01,1.860721829460748600e-01,1.020264838357249904e+00,3.370221254201003491e-01,2.274736430333284265e-01
8.191338865405586311e-01,3.061407410627562387e-01,5.782400036005311827e-01,1.207571342697972422e-02,1.257506432868798762e-01,7.498275652836912109e-01,3.241141727389642013e-01,8.993591851016038974e-02,6.001026098801925945e-01,7.812063592712368935e-03,6.899541619369263801e-01,4.974017876450251979e-02,6.786638579870567511e-01,1.396123488391499023e+00,3.192726505787528701e-01
4.219906936844656009e+00,1.109635895733242228e-02,1.592743152733552048e+00,9.540634679344407454e-01,1.317382414497242915e-01,1.645955642128252294e-02,7.526826199675191731e-01,1.020487487063812537e+00,2.679535740635818897e-01,3.744850779974422950e-01,5.126002548656953817e-01,8.068605499097494249e-01,1.981100503073023322e+00,1.070113826204533158e-01,1.655073978183646891e-02
5.258139839132008886e-01,5.160755947488899764e-01,1.830645632526142430e+00,4.023936144518887592e-01,1.620512491340030392e+00,5.966510938460395375e-01,8.168862312770891476e-01,8.060154263319219137e-02,7.092776422547498738e-01,2.565360061033541972e-01,9.865821723462718518e-02,4.028646601079870493e-01,2.072963121571398670e-01,4.424884161177735087e-01,5.635318988868998069e-01
4.194370419748414847e+00,9.887715394915443101e-02,1.055718286558953389e+00,6.233355528102102472e-01,1.305857510974584024e+00,6.753813216960494747e-01,2.062184446274106520e-01,2.342859916431565992e+00,1.237611444439618846e-01,3.279234477130526515e-01,5.286562045162687129e-01,3.284065507641535375e-01,7.329377002560142351e-01,1.580433154867413870e-01,9.558978246661976874e-02
5.297371982816759944e-02,1.987587077984782624e-01,5.393807388649445311e-01,1.000416591101171093e+00,6.398961147710640479e-03,5.254988812170369172e+00,8.317337508421290826e-01,3.339632503313575196e+00,1.008197207160019371e+00,1.511188682050743637e-01,1.652418359249755997e-01,3.832105146619040892e-01,1.582713642856014014e-01,1.160147224721475023e+00,6.853493022423270409e-01
2.444322116293293767e+00,2.102766565796755083e-01,3.055355537785344744e-01,3.655941650442021129e-01,6.258736578312883159e-02,2.356234467583913639e-01,8.589458514450606930e-02,2.105503617799929228e-01,3.226902959594340481e-01,3.255379949665494071e-02,3.305154910910736848e-02,1.301423371198823231e-01,1.529542309546615186e+00,5.426895793866806095e-01,1.432934290181394899e-01
1.241838043711446016e+00,2.658034036890576934e-01,4.939164673422665186e-01,1.764576468368277140e-02,2.253081407042275774e+00,4.142185177624048142e-01,2.856891467088104042e-01,1.273831641389208402e-01,1.820464545233635711e-01,1.040338260603750786e+00,1.527476684494461390e+00,8.274518581873474554e-01,8.578051586701028741e-01,2.279249427095468850e+00,3.215848878996283022e-01
8.625385140489278957e-01,5.344706296228405318e-01,2.329591566607212894e+00,2.316824714529592377e+00,1.524208757551212434e+00,4.908610675276665058e-01,3.876115709832830131e-02,2.799057453775563031e-01,2.569326863062033547e-02,6.381620578658430132e-01,1.097926942519060090e+00,6.318805304640155995e-01,1.750756723279779825e+00,1.166196316839394953e+00,2.622576734204247195e-01
1.675594301917087581e+00,2.796188596137533233e-01,6.844876073724869281e-01,2.280262473146486280e-01,1.251031748098883511e+00,5.854920237246462600e-01,1.227765072547281289e+00,2.297961899345947467e-02,1.270568620141589861e-02,2.034760847185969279e+00,1.044892198086863511e+00,4.681372017384892621e-03,1.287975959114649349e+00,5.821372268485901502e-01,4.058618024705337168e-01
1.358628286987848988e+01,1.490286903569983668e-01,2.199983604891985411e+00,2.480148008002956317e+00,5.457211518551159379e+00,9.270700826456149679e-01,2.010511818252219030e+00,1.368995667883950107e+00,5.542048233301728466e+00,2.649585081185611202e+00,1.436973876425963192e+00,3.267391556692061938e-01,5.956261099572367490e-01,1.748471865412804860e+00,2.982960964122395087e+00
1.058637487610799122e+00,3.289709895919818994e-01,6.739344226592703935e-01,6.851105112106270489e-01,1.008662159901265731e+00,6.442080703122617935e-01,4.378790011196776466e-01,1.098227048003747708e+00,1.776339531110536218e-01,4.906740058649377428e-02,6.339792035267478865e-02,2.262737173203856755e-01,8.947907589089243441e-02,9.159756983394545804e-01,4.250090321098792256e-01
1.779611941394290753e+01,1.721607296824024802e+00,1.265470931239129904e+01,4.051435381325382501e+00,6.940875393776298807e+00,1.383238347535640012e+00,5.724910285296601842e+00,7.575297320975210580e-01,3.478874682926334838e+00,1.329134044010078508e+00,1.498641645421606050e+00,1.515007760409146531e+00,3.280865799918173398e-01,4.237307509199987887e-01,1.762491198234366285e+00
4.045729906750503702e+00,5.068039517769768777e-03,1.507798340830074801e+00,7.611093259780105091e-01,7.343949996019076554e-02,5.184071408020167748e-01,4.147703155564483879e-01,1.973388698886790471e-01,4.491797246525468523e-01,5.288846654051206908e-01,4.320556695122385049e-01,1.079576770670194058e-01,6.473765322871039007e-01,6.439430964705458171e-01,2.961323792195013072e-01
4.084069054325616399e+00,2.282935190666806058e-01,1.792002941754619882e-01,1.604570649932171467e+00,1.750005834012428485e+00,1.182486863005468347e+00,1.504064263614767472e-01,2.543887976002475737e-01,7.420109416851635720e-01,1.734022600802780589e+00,2.709584843034515522e+00,7.002367739240153988e-01,1.080479078755466782e+00,1.049605084647604158e+00,9.777300613694805964e-01
4.308653876589615628e+00,4.248855529727706831e-02,1.417010256568520532e+00,7.049903444931107099e-01,1.166771292931499504e+00,1.342634047365175221e+00,3.549403461073085131e-01,4.930603492533909837e-01,6.229992962546696544e-01,8.772547927622896813e-01,3.910548810477299519e-01,6.376859716136454304e-02,6.642025822800409207e-01,4.089232017664369834e-01,8.082137435967437500e-02
